by Category (KBTIC-RIN),SMS,,obsolet,
by Category (KBTIC-RIN),SOA,SOA,.,
by Category (KBTIC-RIN),SPA,SPA,.,
by Category (KBTIC-RIN),SQLserver,SQL Server,.,
by Category (KBTIC-RIN),SSL,SSL,.,
by Category (KBTIC-RIN),Subministraments,Subministraments,.,
by Category (KBTIC-RIN),Subversion,Subversion,.,
by Category (KBTIC-RIN),Suport de 2n nivell,Atenció Usuaris,.,
by Category (KBTIC-RIN),Suport Tecnic Especialitzat,,obsolet,
by Category (KBTIC-RIN),Suversion,,obsolet,
by Category (KBTIC-RIN),Sympa,Llistes de Distribució,.,
by Category (KBTIC-RIN),Tarifes-Costos Directes,Tarifes,.,
by Category (KBTIC-RIN),Tarifes-Simulador de costos,Tarifes,.,
by Category (KBTIC-RIN),Tasques Setmanals,,obsolet,
by Category (KBTIC-RIN),Telefonia SIP - Contact Center HERMES.NET,Contact Center HERMES.NET,.,
by Category (KBTIC-RIN),Telefonia,Telefonia,.,
by Category (KBTIC-RIN),Teletreball,Teletreball,.,
by Category (KBTIC-RIN),Televot,gPEU,.,
by Category (KBTIC-RIN),Terminal Server,Ts,.,
by Category (KBTIC-RIN),TOAD for Oracle,,obsolet,
by Category (KBTIC-RIN),TOF,Títols Oficials,.,
by Category (KBTIC-RIN),Tomcat,Tomcat,.,
by Category (KBTIC-RIN),TOTQ,TOTQ,.,
by Category (KBTIC-RIN),Trac,Gestor de serveis,.,
by Category (KBTIC-RIN),Traveler,Traveler,.,
by Category (KBTIC-RIN),Tripwire,Tripwire,.,
by Category (KBTIC-RIN),Ts,Ts,.,
by Category (KBTIC-RIN),Ubuntu,Ubuntu,.,
by Category (KBTIC-RIN),Univers,,obsolet,
by Category (KBTIC-RIN),Univers.Carnets,,obsolet,
by Category (KBTIC-RIN),UPCconnect,UPCconnect,.,
by Category (KBTIC-RIN),UPClink,UPClink,.,
by Category (KBTIC-RIN),videoconferencia,,obsolet,
by Category (KBTIC-RIN),Vilaix,Vilaix,.,
by Category (KBTIC-RIN),VPN - UPCNET,,obsolet,
by Category (KBTIC-RIN),Web treballar.upc.es,,obsolet,
by Category (KBTIC-RIN),Web UPC,Web UPC,.,
by Category (KBTIC-RIN),Web UPCnet,Web UPCnet,.,
by Category (KBTIC-RIN),Web_Edicions,,obsolet,
by Category (KBTIC-RIN),Web_Factorhuma,Web Factorhuma,.,
by Category (KBTIC-RIN),Web_iEMED,Web iEMED,.,
by Category (KBTIC-RIN),Web_innbox,Web Innbox,.,
by Category (KBTIC-RIN),webDAV - Accés a repositoris de fitxers (UPC/UPCnet) via web,Repositori UPC,.,
by Category (KBTIC-RIN),Windows 7,GET - Gestió d'Estacions de Treball,.,
by Category (KBTIC-RIN),Windows,GET - Gestió d'Estacions de Treball,.,
by Category (KBTIC-RIN),Wordpress,Wordpress,.,
by Category (KBTIC-RIN),X500,,obsolet,
by Category (KBTIC-RIN),Xarxa Troncal,Xarxa Troncal,.,
by Category (KBTIC-RIN),Xarxa,Xarxa Troncal,.,
by Category (KBTIC-RIN),Xarxes LAN,Xarxes LAN,.,
by Category (KBTIC-RIN),XSF DIBA,XSF DIBA,.,
by Category (KBTIC-RIN),XSF,XSF,.,
by Category (KBTIC-RIN),XSFUPC v2.0,XSF UPC v2.0,.,
by Category (KBTIC-RIN),Z - Informació obsoleta,,obsolet,
by Category (KBTIC-RIN),Zimbra,,obsolet,
Categories servei,Actualització de continguts en el Web UPC,Actualització de continguts en el Web UPC,,
Categories servei,ACUP - Doc6,,obsolet,
Categories servei,Address Book - PAB,Address Book - PAB Notes,,
Categories servei,Adminpack,Adminpack,,
Categories servei,Adquira,,obsolet,
Categories servei,Alumni UPC,Alumni UPC,.,
Categories servei,Antivirus,Antivirus,.,
Categories servei,ARI,ARI,.,
Categories servei,Atenció Immediata,Atenció Usuaris,.,
Categories servei,Atenció Usuaris,Atenció Usuaris,.,
Categories servei,Backups,Backups,.,
Categories servei,Bases de dades bibliogràfiques,,obsolet,
Categories servei,Bibliotècnica,Bibliotècnica,.,
Categories servei,Blackberry Enterprise Server,Blackberry,.,
Categories servei,Campus Digital - Atenea Mobil,Campus Digital - Atenea Mobil,.,
Categories servei,Campus Digital - Atenea1x1,Campus Digital - Atenea1x1,.,
Categories servei,Campus Digital - AteneaSaurus,Campus Digital - AteneaSaurus,.,
Categories servei,Campus Digital - Externs,Campus Digital - Externs,.,
Categories servei,Campus Digital - Moodle,Campus Digital - Moodle,.,
Categories servei,Campus Digital,Campus Digital,.,
Categories servei,Canal UPC TV,Canal UPC TV,.,
Categories servei,Canvis de contrasenya,Canvis de contrasenya,.,
Categories servei,Carnet UPC,Carnet UPC,.,
Categories servei,CAS - Central authentication service,CAS - Central authentication service,.,
Categories servei,Catàleg de les biblioteques de la UPC,,obsolet,
Categories servei,CCE,CCE,.,
Categories servei,Cerca d'adreces de correu en webs vulnerables a l'spam,,obsolet,
Categories servei,Cercador UPC,,obsolet,
Categories servei,Certificats,Certificats,.,
Categories servei,Clients Externs UPCnet,Clients Externs UPCnet,.,"Eva, són campus... els podem canviar de categoria?"
Categories servei,Cloud privat upc,Cloud privat upc,.,
Categories servei,CMSW,CMSW,.,
Categories servei,Col·laboratoris,Col·laboratoris,.,
Categories servei,Connexió Remota VNC,Connexió Remota VNC,.,
Categories servei,Correu Electrònic - Domino,Correu Electrònic - Domino,.,
Categories servei,Correu Electrònic - Nous Relays,Correu Electrònic - Relays,.,
Categories servei,Correu Electrònic - PL,Correu Electrònic - PL,.,
Categories servei,Correu Electrònic - Relays,Correu Electrònic - Relays,.,
Categories servei,Correu Electrònic,Correu Electrònic,.,
Categories servei,CSPT,CSPT,.,
Categories servei,Directori UPC,GI - Gestor d'Identitat,.,
Categories servei,Distribucio de Software,Distribucio de Software,.,
Categories servei,DNS,DNS,.,
Categories servei,DOCUMENTUM,DOCUMENTUM,.,
Categories servei,Domini UPCXXI,Domini UPCXXI,.,
Categories servei,Domino,Lotus Domino Notes,.,
Categories servei,Drac,Drac,.,
Categories servei,e-Desk Conferències web,e-Desk Conferències web,.,
Categories servei,e-enquestes,e-enquestes,.,
Categories servei,eAdministració,eAdministració,.,
Categories servei,Entitat de Registre,Entitat de Registre,.,
Categories servei,Envío de mensajes vía SMS,SMS,.,
Categories servei,EPI,EPI,.,
Categories servei,etpl,ETPL,.,
Categories servei,Evalwin,,obsolet,
Categories servei,FACIL,FACIL,.,
Categories servei,FAMA,Fama,.,
Categories servei,FENIX,FENIX,.,
Categories servei,Firewalls,Firewalls,.,
Categories servei,Gartner,Gartner,.,
Categories servei,gAUSS,GI - Gestió de la Identitat,.,
Categories servei,GCarnet,GI - Gestió de la Identitat,.,
Categories servei,gCFG,gCFG,.,
Categories servei,gCON,gCON,.,
Categories servei,gCOT,gCOT,.,
Categories servei,Generació de certificats especials,Certificats,.,
Categories servei,GenGrups,GenGrups,.,
Categories servei,GenWeb,GenWeb,.,
Categories servei,Gestionados,Firewalls,.,
Categories servei,Gestió d'eleccions,Gestió d'eleccions,.,
Categories servei,Gestió de garanties,Gestió de garanties,.,
Categories servei,Gestió Econòmica,Gestió Econòmica,.,
Categories servei,Gestor de serveis,Gestor de serveis,.,
Categories servei,GI - Gestor d'Identitat,GI - Gestió de la Identitat,.,
Categories servei,GRED,gRED,.,
Categories servei,GRED-UNED,,obsolet,
Categories servei,gSMS,gSMS,.,
Categories servei,Hosting Web,Hosting Web,.,
Categories servei,Hosting,Hosting,.,
Categories servei,HR-Access,HR-Access,.,
Categories servei,Identitat Digital,GI - Gestió de la Identitat,.,
Categories servei,IdP UPC,IdP UPC,.,
Categories servei,Intranet UPCnet,Intranet UPCnet,.,
Categories servei,Intranet,Intranet,.,
Categories servei,K2 estudiants,Correu Electrònic - PL,.,
Categories servei,K2 externs,Correu Electrònic - PL,.,
Categories servei,K2 UPCnet,Correu Electrònic - PL,.,
Categories servei,KATA,,obsolet,
Categories servei,LDAP UPC,LDAP,.,
Categories servei,LDAP,LDAP,.,
Categories servei,LDAP: OpenLdap,LDAP,.,
Categories servei,Liceu,,obsolet,
Categories servei,Linux,Linux,.,
Categories servei,Llistes de Distribució,Llistes de Distribució,.,
Categories servei,Majordomo,,obsolet,
Categories servei,Manteniment,Manteniment,.,
Categories servei,Matricula,Matricula,.,
Categories servei,MATUPC,,obsolet,
Categories servei,monCCD,monCCD,.,
Categories servei,Monitorització,Monitorització,.,
Categories servei,Monitorización,Monitorització,.,
Categories servei,Mysql,MySQL,.,
Categories servei,Navision,Navision,.,
Categories servei,Notes,Lotus Domino Notes,.,
Categories servei,OBSOLET,,obsolet,
Categories servei,Pidgin,Pidgin,.,
Categories servei,PLONE,Plone,.,
Categories servei,Practicum,,obsolet,
Categories servei,Presencia,Presència UPCnet,.,
Categories servei,Prisma Renove,PRISMA,.,
Categories servei,Prisma,PRISMA,.,
Categories servei,Progeny,,només esborrar categoria,
Categories servei,Projecte Davyd - Sala Juntes Master's,,obsolet,
Categories servei,Proxy,,obsolet,
Categories servei,Pàgines web personals,,obsolet,
Categories servei,Redes administradas por UPCnet,Xarxes LAN,.,
Categories servei,Reparacions i Petites Ampliacions de Cablat,Reparacions i Petites Ampliacions de Cablat,.,
Categories servei,Repositori PL UPCnet,Repositori PL UPCnet,.,
Categories servei,Resolució d'incidències,,només esborrar categoria,
Categories servei,Reus Educat,,obsolet,
Categories servei,Revisat,,obsolet,
Categories servei,Revisions Mèdiques,Revisions Mèdiques,.,
Categories servei,SAI: Servei d'Accés a Internet,,obsolet,
Categories servei,SAP,SAP,.,
Categories servei,Seguretat,Seguretat,.,
Categories servei,Servei de Correcció Òptica d'Exàmens de l'ICE,Correcció Òptica d'Exàmens de l'ICE,.,
Categories servei,Servidor TV per a la UPC,Canal UPC TV,.,
Categories servei,Servidors,,només esborrar categoria,
Categories servei,SIGMA,,obsolet,
Categories servei,SIrena,Sirena,.,
Categories servei,Spa,SPA,.,
Categories servei,SQLserver,SQL Server,.,
Categories servei,SSL,SSL,.,
Categories servei,Suport de 2n nivell,Atenció Usuaris,.,
Categories servei,Suport Tecnic Especialitzat,,obsolet,
Categories servei,Sympa,Llistes de Distribució,.,
Categories servei,Tarifes-Costos Directes,Tarifes,.,
Categories servei,Tarifes-Simulador de costos,Tarifes,.,
Categories servei,Telefonia,Telefonia,.,
Categories servei,Teletreball,Teletreball,.,
Categories servei,Televot,gPEU,.,
Categories servei,TOF,Títols Oficials,.,
Categories servei,TOTQ,TOTQ,.,
Categories servei,Traveler,Traveler,.,
Categories servei,Ts,Ts,.,
Categories servei,Ubuntu,Ubuntu,.,
Categories servei,UPCconnect,UPCconnect,.,
Categories servei,UPClink,UPClink,.,
Categories servei,videoconferencia,,obsolet,
Categories servei,Web UPC,Web UPC,.,
Categories servei,Web UPCnet,Web UPCnet,.,
Categories servei,Web_Edicions,,obsolet,
Categories servei,webDAV - Accés a repositoris de fitxers (UPC/UPCnet) via web,Repositori UPC,.,
Categories servei,Xarxa Troncal,Xarxa Troncal,.,
Categories servei,Xarxa,Xarxa Troncal,.,
Categories servei,XSF DIBA,XSF DIBA,.,
Categories servei,XSF,XSF,.,
Categories servei,Z - Informació obsoleta,,obsolet,
